# Rime user dictionary
#@/db_name	luna_pinyin.userdb
#@/db_type	userdb
#@/rime_version	1.2.9
#@/tick	23402
#@/user_id	sky_mac
a 	啊	c=0 d=4.75447e-49 t=23402
ge ping 	葛平	c=1 d=0.408608 t=23402
ge ren 	個人	c=11 d=0.0277367 t=23402
ge shi 	各式	c=1 d=0.000164106 t=23300
ge shi 	格式	c=3 d=0.818731 t=23402
ge shi ge yang 	各式各樣	c=1 d=1.45573e-06 t=23300
ge shi hua 	格式化	c=1 d=5.10909e-12 t=23402
ge shou 	歌手	c=1 d=0.123687 t=23300
ge ti 	個體	c=6 d=0.811338 t=23402
ge wei 	各位	c=1 d=4.74234e-18 t=23402
ge wo 	個我	c=1 d=6.31499e-05 t=23300
ge xiang 	各項	c=1 d=1.65783e-06 t=23402
ge xing 	個性	c=2 d=0.0672055 t=23402
ge xing hua 	個性化	c=3 d=0.283654 t=23402
ge yang 	各樣	c=1 d=1 t=19069
ge ye 	隔夜	c=2 d=1.20473e-07 t=23402
ge yi 	各異	c=1 d=0.0655462 t=23402
ge zhong 	各種	c=4 d=0.594521 t=23402
ge zhong bu fu 	各種不服	c=1 d=0.000934966 t=23402
ge zhu ti 	各主體	c=1 d=1.0712e-15 t=23402
ge zi 	各自	c=1 d=4.14924e-05 t=23402
ge zi 	鴿子	c=1 d=0.000115067 t=23300
gei 	給	c=25 d=1.38714 t=23402
gei chu 	給出	c=4 d=0.0017635 t=23402
gei ding 	給定	c=1 d=1.51514e-06 t=23402
gei li 	給力	c=1 d=1 t=23025
gei ni 	給你	c=5 d=0.756547 t=23402
gei nin 	給您	c=2 d=0.265888 t=23402
gei ta 	給他	c=1 d=3.66169e-05 t=23402
gei wo 	給我	c=5 d=0.0397558 t=23402
gei yu 	給予	c=1 d=0.932394 t=23300
gen 	根	c=4 d=0.135335 t=23402
gen ben 	根本	c=3 d=1.54728e-16 t=23402
gen ju 	根據	c=10 d=0.852144 t=23402
gen zhe 	跟着	c=4 d=0.0935755 t=23300
gen zong 	跟蹤	c=8 d=0.687533 t=23402
geng 	更	c=9 d=0.839457 t=23402
geng bian 	更變	c=1 d=1.23171e-40 t=23402
geng chang 	更長	c=1 d=1.60076e-35 t=23402
geng da 	更大	c=1 d=0.0349094 t=23402
geng duo 	更多	c=3 d=0.0342181 t=23402
geng gai 	更改	c=3 d=0.463013 t=23402
geng gao 	更高	c=1 d=1 t=22547
geng hao 	更好	c=6 d=0.814647 t=23402
geng ji shi 	更及時	c=1 d=2.97579e-06 t=23402
geng jia 	更加	c=1 d=0.00269866 t=23402
geng qiang 	更強	c=1 d=3.77052e-26 t=23402
geng wan quan 	更完全	c=1 d=6.92758e-06 t=23300
geng wei 	更爲	c=5 d=0.0188734 t=23402
geng xin 	更新	c=17 d=1.57354 t=23402
geng zao 	更早	c=2 d=0.000728153 t=23300
gong 	供	c=1 d=0.00192083 t=23402
gong 	共	c=1 d=0.00104891 t=23402
gong 	宮	c=1 d=0.0144076 t=23402
gong 	工	c=2 d=0.0808629 t=23402
gong 	攻	c=1 d=0.211189 t=23402
gong an bu 	公安部	c=1 d=0.00138785 t=23402
gong chan 	共產	c=1 d=1.57259e-32 t=23402
gong chang 	工廠	c=5 d=0.431711 t=23300
gong cheng 	工程	c=24 d=0.701173 t=23402
gong cheng shi 	工程師	c=2 d=7.10799e-43 t=23402
gong dao 	公道	c=3 d=0.000645813 t=23402
gong du 	攻讀	c=1 d=0.120633 t=23402
gong e 	共軛	c=1 d=0.00164502 t=23402
gong fang 	供方	c=1 d=0.00194013 t=23300
gong fu 	功夫	c=3 d=0.497645 t=23402
gong gong 	公共	c=1 d=0.00402593 t=23402
gong gong lei 	公共類	c=1 d=4.02443e-28 t=23402
gong hao 	工號	c=3 d=2.21831e-27 t=23402
gong ji 	攻擊	c=1 d=4.2985e-09 t=23402
gong jian 	工件	c=3 d=0.694204 t=23402
gong jian xiang 	工件箱	c=1 d=7.86896e-05 t=23402
gong jiao 	公交	c=0 d=0.0501576 t=23402
gong jiao che 	公交車	c=1 d=1.16002e-11 t=23402
gong jiao piao 	公交票	c=1 d=0.50409 t=23402
gong jing mi lan 	宮頸糜爛	c=1 d=2.87344e-06 t=23402
gong ju 	工具	c=16 d=0.933713 t=23402
gong ju bao 	工具包	c=4 d=4.47213e-15 t=23402
gong ju lan 	工具欄	c=6 d=0.135335 t=23402
gong kai 	公開	c=1 d=3.09925e-43 t=23402
gong kai ke 	公開課	c=3 d=0.0715372 t=23402
gong kuang 	工況	c=1 d=1 t=22304
gong lve 	攻略	c=9 d=0.574227 t=23402
gong neng 	功能	c=24 d=1.41541 t=23402
gong nuan 	供暖	c=3 d=0.00248781 t=23300
gong pai 	公派	c=1 d=0.00390694 t=23402
gong qi 	工期	c=3 d=1.07573 t=23402
gong rong 	攻榮	c=1 d=7.06873e-08 t=23402
gong shi 	公事	c=1 d=0.000457378 t=23300
gong shi 	公式	c=8 d=0.52077 t=23402
gong si 	公司	c=8 d=0.869032 t=23402
gong sun zan 	公孫瓚	c=2 d=0.0332155 t=23402
gong tong 	共同	c=1 d=0.198891 t=23300
gong wang 	公網	c=2 d=3.26446e-07 t=23402
gong wei 	恭維	c=1 d=3.77566e-42 t=23402
gong xian 	貢獻	c=2 d=0.0129069 t=23300
gong xiang 	共享	c=9 d=0.436049 t=23402
gong xing 	共性	c=2 d=0.0262526 t=23402
gong xu 	供需	c=1 d=0.00191125 t=23300
gong xu 	工序	c=5 d=0.473871 t=23402
gong yao 	公鑰	c=1 d=0.0187793 t=23402
gong ye 	工業	c=14 d=0.913931 t=23402
gong ye gong cheng 	工業工程	c=10 d=0.109701 t=23402
gong yi 	工藝	c=4 d=0.786628 t=23402
gong ying 	供應	c=6 d=0.0138427 t=23402
gong ying 	共贏	c=1 d=0.67368 t=23402
gong ying lian 	供應鏈	c=13 d=0.525725 t=23402
gong ying shang 	供應商	c=7 d=0.429557 t=23402
gong you 	共有	c=0 d=0.0985112 t=23300
gong you yun 	共有雲	c=1 d=0.99005 t=23300
gong yu 	公寓	c=8 d=2.49025e-28 t=23402
gong yuan 	公元	c=1 d=0.0112206 t=23402
gong yuan 	公園	c=5 d=0.244319 t=23402
gong zhen 	共振	c=4 d=0.0896963 t=23402
gong zhong 	公衆	c=0 d=5.86249e-43 t=23402
gong zhong hao 	公衆號	c=1 d=5.89187e-42 t=23402
gong zi 	工資	c=1 d=0.0111647 t=23402
gong zuo 	工作	c=29 d=1.8372 t=23402
gong zuo liu 	工作流	c=1 d=6.19205e-09 t=23402
gong zuo ren yuan 	工作人員	c=4 d=0.895834 t=23402
gong zuo zhe 	工作者	c=2 d=1.40014e-05 t=23300
google 	Google	c=2 d=0.0837483 t=23402
gou 	夠	c=7 d=0.418952 t=23402
gou 	溝	c=1 d=4.35294e-10 t=23402
gou 	狗	c=6 d=1.99516 t=23402
gou 	購	c=1 d=4.29777e-07 t=23402
gou bu li 	狗不理	c=1 d=6.17271e-31 t=23402
gou cao 	溝槽	c=1 d=4.11929e-08 t=23300
gou cheng 	構成	c=5 d=0.00102396 t=23402
gou de 	購得	c=1 d=0.000898306 t=23300
gou duo 	夠多	c=1 d=6.82677e-10 t=23300
gou er duo 	夠耳朵	c=1 d=0.0133665 t=23402
gou gou 	溝溝	c=1 d=0.00179994 t=23402
gou jian 	構建	c=22 d=2.14474 t=23402
gou mai 	購買	c=6 d=0.00207043 t=23402
gou pi 	狗屁	c=1 d=4.74881e-34 t=23402
gou piao 	購票	c=1 d=0.100761 t=23300
gou tong 	溝通	c=1 d=0.767206 t=23300
gou wu 	購物	c=6 d=0.615656 t=23402
gou wu che 	購物車	c=1 d=2.3717e-13 t=23402
gou xiong 	狗熊	c=1 d=3.17716e-41 t=23402
gou zao 	構造	c=2 d=3.81228e-30 t=23402
gu 	故	c=1 d=0.0603506 t=23402
gu 	股	c=5 d=0.0181376 t=23402
gu 	鈷	c=1 d=3.04843e-25 t=23402
gu 	顧	c=4 d=1.88375e-09 t=23402
gu ba 	古巴	c=2 d=2.71791e-20 t=23402
gu bu shang 	顧不上	c=1 d=4.84654e-09 t=23300
gu dai 	古代	c=2 d=0.729789 t=23402
gu ding 	固定	c=3 d=2.85221e-07 t=23402
gu du 	孤獨	c=3 d=0.261846 t=23402
gu ge 	谷歌	c=5 d=0.951229 t=23402
gu hang 	孤行	c=1 d=0.433874 t=23402
gu hua 	固話	c=1 d=0.282239 t=23402
gu ji 	估計	c=10 d=0.680451 t=23402
gu ji 	古蹟	c=1 d=0.0232837 t=23300
gu ji 	孤寂	c=4 d=0.0237541 t=23402
gu jian zhu 	古建築	c=1 d=2.75364e-05 t=23300
gu ju 	故居	c=3 d=0.694197 t=23402
gu ke 	骨科	c=1 d=1 t=23402
gu li 	鼓勵	c=1 d=7.66529e-20 t=23402
gu long 	古龍	c=1 d=5.8164e-08 t=23402
gu niang 	姑娘	c=1 d=0.0219278 t=23300
gu piao 	股票	c=3 d=0.484325 t=23402
gu qi yong qi 	鼓起勇氣	c=1 d=2.00051e-40 t=23402
gu ren 	古人	c=1 d=0.000584356 t=23402
gu shi 	古詩	c=1 d=0.000593188 t=23402
gu shi 	故事	c=5 d=0.00270711 t=23402
gu shi 	股市	c=1 d=7.26249e-32 t=23402
gu shi ban 	故事板	c=1 d=1.24367e-36 t=23402
gu tou 	骨頭	c=1 d=9.82203e-25 t=23402
gu xiang 	故鄉	c=1 d=0.165299 t=23402
gu xin jian 	顧新建	c=1 d=5.51263e-24 t=23402
gu xun 	古訓	c=1 d=0.000536738 t=23402
gu yi 	故意	c=2 d=0.809578 t=23402
gu you 	固有	c=2 d=0.000843223 t=23402
gu zhi 	固執	c=1 d=9.59451e-14 t=23402
gua 	掛	c=1 d=7.54964e-47 t=23402
gua 	瓜	c=1 d=1.12321e-14 t=23402
gua hu 	刮鬍	c=1 d=0.612626 t=23402
gua zai 	掛在	c=1 d=1.3181e-14 t=23402
gua zai 	掛載	c=1 d=1 t=22192
guai 	怪	c=4 d=0.0170774 t=23402
guai wo 	怪我	c=1 d=0.00165327 t=23402
guan 	官	c=1 d=0.00100779 t=23402
guan 	管	c=1 d=2.89326e-28 t=23402
guan 	罐	c=1 d=5.31579e-08 t=23402
guan 	觀	c=3 d=0.0867261 t=23402
guan 	關	c=3 d=1.0822e-37 t=23402
guan 	館	c=7 d=0.235746 t=23402
guan bi 	關閉	c=6 d=0.869358 t=23402
guan cai 	棺材	c=1 d=4.6789e-36 t=23402
guan ce 	觀測	c=1 d=0.000113353 t=23402
guan cha 	觀察	c=1 d=1 t=22775
guan cha liang 	觀察量	c=1 d=1 t=19023
guan dao 	管道	c=1 d=1.83406e-18 t=23402
guan dian 	觀點	c=2 d=3.84943e-05 t=23402
guan du 	官渡	c=1 d=0.0157644 t=23402
guan fang 	官方	c=3 d=0.277236 t=23402
guan guang 	觀光	c=1 d=3.31324e-05 t=23402
guan hu 	關乎	c=1 d=0.0898153 t=23402
guan ji 	關機	c=3 d=0.543679 t=23402
guan jia 	管家	c=1 d=0.177284 t=23402
guan jian 	關鍵	c=15 d=0.83527 t=23402
guan jian ci 	關鍵詞	c=1 d=0.00033379 t=23300
guan jian ji shu 	關鍵技術	c=1 d=0.000841773 t=23402
guan jian zi 	關鍵字	c=4 d=1.37574e-37 t=23402
guan jing tai 	觀景臺	c=1 d=3.80246e-37 t=23402
guan jun 	冠軍	c=1 d=0.99005 t=23402
guan ka 	關卡	c=1 d=0.00107547 t=23402
guan kong 	管控	c=1 d=2.39431e-07 t=23402
guan lan gao shou 	灌籃高手	c=1 d=0.000305061 t=23402
guan li 	管理	c=52 d=4.70788 t=23402
guan li qi 	管理器	c=1 d=0.637628 t=23402
guan li ren yuan 	管理人員	c=1 d=9.56486e-07 t=23402
guan li xue 	管理學	c=0 d=0.0755784 t=23402
guan li xue ke 	管理學科	c=1 d=0.759572 t=23402
guan li yuan 	管理員	c=3 d=0.475392 t=23402
guan li zhong xin 	管理中心	c=1 d=6.16536e-17 t=23402
guan lian 	關聯	c=7 d=0.0235177 t=23402
guan lian du 	關聯度	c=1 d=2.37412e-25 t=23402
guan men 	關門	c=2 d=0.00719046 t=23402
guan qian 	館前	c=1 d=0.0497871 t=23300
guan shang 	關上	c=1 d=1.3931e-18 t=23402
guan shui 	灌水	c=1 d=5.84735e-41 t=23402
guan wang 	官網	c=5 d=0.00565622 t=23402
guan wang 	觀望	c=1 d=0.00562801 t=23300
guan xi 	關係	c=13 d=0.826959 t=23402
guan xin 	關心	c=1 d=9.54798e-45 t=23402
guan xing 	慣性	c=1 d=0.0049667 t=23402
guan yin 	觀音	c=0 d=0.000914087 t=23300
guan yin tang 	觀音唐	c=1 d=0.00918669 t=23300
guan yu 	關於	c=10 d=0.218712 t=23402
guan zhao 	關照	c=3 d=3.00898e-09 t=23300
guan zhu 	關注	c=1 d=0.247833 t=23300
guang 	光	c=9 d=0.0239928 t=23402
guang 	廣	c=1 d=1 t=22948
guang 	逛	c=1 d=1.72549e-06 t=23300
guang bo 	廣播	c=1 d=0.000699601 t=23402
guang bo ti cao 	廣播體操	c=1 d=4.91979e-09 t=23300
guang chang 	廣場	c=3 d=0.180194 t=23402
guang da 	光大	c=1 d=6.55908e-10 t=23300
guang da 	廣大	c=1 d=6.5386e-32 t=23402
guang dong 	廣東	c=1 d=1 t=22356
guang du 	廣度	c=1 d=2.62194e-46 t=23402
guang fan 	廣泛	c=1 d=0.0020601 t=23402
guang fu 	光伏	c=0 d=0.1 t=22486
guang fu ban 	光伏板	c=1 d=1 t=22487
guang gao 	廣告	c=3 d=0.683861 t=23402
guang kao 	光靠	c=1 d=1 t=22968
guang pan 	光盤	c=3 d=1.00555 t=23402
guang qu 	光驅	c=3 d=0.839457 t=23402
guang shan 	光柵	c=4 d=2.33362 t=22495
guang tou 	光頭	c=2 d=0.801043 t=23402
guang xue 	光學	c=1 d=1 t=22480
guang yuan 	光源	c=1 d=1 t=22483
guang zhou 	廣州	c=5 d=0.286698 t=23402
guang zi 	光子	c=1 d=5.35626e-09 t=23402
gui 	圭	c=1 d=6.37716e-32 t=23402
gui 	歸	c=6 d=4.82301e-22 t=23402
gui 	貴	c=3 d=0.000149981 t=23402
gui 	鬼	c=2 d=1.68316 t=23402
gui 	龜	c=1 d=1.44744e-27 t=23402
gui ben 	歸本	c=1 d=0.826959 t=23402
gui bing 	歸併	c=1 d=0.344728 t=23402
gui chu 	鬼畜	c=1 d=4.77276e-05 t=23402
gui chui deng 	鬼吹燈	c=1 d=0.715338 t=23402
gui di fang 	鬼地方	c=1 d=2.63966e-37 t=23402
gui ding 	規定	c=1 d=2.99071e-06 t=23402
gui fan 	規範	c=9 d=0.765799 t=23402
gui fan hua 	規範化	c=2 d=0.0235177 t=23402
gui gu 	硅谷	c=19 d=1.84065 t=23402
gui hua 	規劃	c=10 d=0.121877 t=23402
gui huan 	歸還	c=1 d=8.42463e-43 t=23402
gui jiao 	硅膠	c=1 d=4.12069e-12 t=23402
gui ju 	規矩	c=1 d=1.01318e-07 t=23402
gui lei 	歸類	c=1 d=0.0739031 t=23402
gui lv 	規律	c=7 d=0.430693 t=23402
gui mi 	閨密	c=2 d=1.99005 t=21939
gui mo 	規模	c=2 d=0.0119742 t=23402
gui na 	歸納	c=3 d=0.740848 t=23402
gui su 	歸宿	c=1 d=6.65573e-35 t=23402
gui ze 	規則	c=14 d=4.75468 t=23402
gui ze biao 	規則標	c=1 d=1 t=22978
gui zhe 	跪着	c=1 d=0.127454 t=23402
gun dong 	滾動	c=1 d=0.0837432 t=23300
gun ya 	輥軋	c=1 d=0.000261259 t=23300
guo 	國	c=3 d=0.00153752 t=23402
guo 	果	c=2 d=9.62748e-31 t=23402
guo 	過	c=24 d=0.942583 t=23402
guo 	郭	c=2 d=5.84816e-35 t=23402
guo 	鍋	c=3 d=6.9609e-33 t=23402
guo biao 	國標	c=1 d=1 t=23402
guo chan 	國產	c=1 d=0.0107807 t=23402
guo cheng 	過程	c=40 d=1.41301 t=23402
guo cheng hua 	過程化	c=1 d=1.79621e-08 t=23402
guo chong 	過沖	c=1 d=1 t=19064
guo de gang 	郭德綱	c=2 d=1.78309 t=23402
guo di 	過低	c=1 d=0.104874 t=23402
guo dong 	果凍	c=1 d=0.394554 t=23402
guo du 	國度	c=1 d=4.51812e-07 t=23300
guo duan 	果斷	c=1 d=6.81356e-46 t=23402
guo duo 	過多	c=2 d=9.88604e-05 t=23402
guo fa 	國發	c=1 d=1 t=22101
guo ge 	國歌	c=2 d=5.91276e-46 t=23402
guo ji 	國際	c=15 d=1.6098 t=23402
guo ji ge 	國際歌	c=1 d=2.88039e-05 t=23402
guo ji hang ban 	國際航班	c=1 d=0.000735471 t=23402
guo ji hui yi 	國際會議	c=1 d=0.228779 t=23402
guo ji ji chang 	國際機場	c=1 d=0.172907 t=23402
guo ji lv fei 	國際旅費	c=1 d=0.000116223 t=23402
guo ji tian 	過幾天	c=1 d=0.00138785 t=23402
guo jia 	國家	c=7 d=0.786628 t=23402
guo jing 	國境	c=0 d=3.11223e-05 t=23402
guo ke 	果殼	c=1 d=5.64912e-47 t=23402
guo lai 	過來	c=3 d=0.733447 t=23402
guo le 	過了	c=2 d=9.49097e-05 t=23402
guo lv 	過濾	c=3 d=0.67368 t=23402
guo nei 	國內	c=9 d=0.25924 t=23402
guo qi 	國旗	c=6 d=0.00381904 t=23402
guo qiao 	過橋	c=1 d=0.0169075 t=23300
guo qing 	國情	c=1 d=0.000125275 t=23300
guo qu 	過去	c=5 d=1 t=23402
guo quan 	國權	c=3 d=0.000129338 t=23300
guo ran 	果然	c=1 d=0.740818 t=23402
guo shi 	果實	c=5 d=0.831104 t=23402
guo shi 	過時	c=1 d=0.603506 t=23402
guo shu 	國書	c=2 d=0.558869 t=23402
guo tong hui 	國統會	c=1 d=0.161218 t=23402
guo wai 	國外	c=5 d=0.00477442 t=23402
guo xin 	國信	c=1 d=0.00582847 t=23402
guo yu 	過於	c=3 d=0.181772 t=23402
guo yu dan xin 	過於擔心	c=1 d=2.00992e-07 t=23300
ha 	哈	c=1 d=1 t=20208
ha 	蛤	c=1 d=3.36904e-26 t=23402
ha ha 	哈哈	c=3 d=5.73078e-10 t=23402
ha ha ha 	哈哈哈	c=2 d=5.15676e-33 t=23402
ha ha ha ha 	哈哈哈哈	c=1 d=1.92148e-07 t=23402
ha li bo te 	哈利波特	c=1 d=8.38003e-10 t=23300
ha mi dun 	哈密頓	c=1 d=2.54583e-23 t=23402
ha sai kuang fan 	蛤賽況樊	c=1 d=3.38593e-25 t=23402
hai 	嗨	c=1 d=6.37933e-36 t=23402
hai 	害	c=1 d=4.07761e-06 t=23402
hai 	海	c=5 d=0.191333 t=23402
hai 	還	c=35 d=1.58176 t=23402
hai an xian 	海岸線	c=1 d=3.81502e-17 t=23402
hai bao 	海報	c=1 d=0.00201931 t=23402
hai bian 	海邊	c=2 d=4.15348e-17 t=23402
hai bu cuo 	還不錯	c=1 d=1 t=19865
hai dao 	海盜	c=1 d=0.0519442 t=23402
hai dao wan 	海盜灣	c=1 d=0.522046 t=23402
hai dei 	還得	c=1 d=5.4626e-05 t=23402
hai er 	海爾	c=1 d=0.112478 t=23402
hai guan 	海關	c=1 d=0.22091 t=23402
hai hao 	還好	c=3 d=0.025223 t=23402
hai kang 	海康	c=10 d=2.36008e-07 t=23402
hai ke yi 	還可以	c=1 d=1 t=19871
hai liang 	海量	c=3 d=0.10184 t=23402
hai mei 	還沒	c=7 d=0.66034 t=23402
hai mei you 	還沒有	c=4 d=0.489207 t=23402
hai mian 	海綿	c=1 d=1.36079e-36 t=23402
hai neng 	還能	c=2 d=0.0381969 t=23402
hai shang 	海上	c=1 d=7.03325e-37 t=23402
hai shi 	還是	c=37 d=1.15178 t=23402
hai shu 	海曙	c=2 d=1.90133e-30 t=23402
hai suan 	還算	c=1 d=6.85982e-08 t=23300
hai tan 	海灘	c=1 d=3.95428e-27 t=23402
hai wai 	海外	c=1 d=4.27633e-07 t=23402
hai xian 	海鮮	c=1 d=0.0544757 t=23402
hai xian wan yan 	海鮮晚宴	c=1 d=4.30509e-27 t=23402
hai xiang 	海象	c=1 d=0.657047 t=23402
hai xiao 	海嘯	c=1 d=7.69585e-08 t=23402
hai xing 	還行	c=4 d=5.82947e-05 t=23402
hai xu yao 	還需要	c=1 d=0.00292342 t=23402
hai yang 	海洋	c=4 d=0.0234005 t=23402
hai yao 	還要	c=3 d=6.11986e-07 t=23402
hai yi wei 	還以爲	c=1 d=7.64135e-42 t=23402
hai you 	還有	c=16 d=0.406028 t=23402
hai yun 	海運	c=1 d=8.44383e-11 t=23300
hai zai 	還在	c=4 d=0.621885 t=23402
hai zao 	還早	c=1 d=0.00179097 t=23402
hai zei 	海賊	c=18 d=1.31616 t=23402
hai zei wang 	海賊王	c=27 d=1.30955 t=23402
hai zi 	孩子	c=2 d=8.89519e-06 t=23402
han 	漢	c=1 d=7.30387e-40 t=23402
han 	韓	c=2 d=0.2334 t=23402
han bao 	漢堡	c=4 d=3.53034 t=20004
han dou 	憨豆	c=4 d=2.63932e-34 t=23402
han gai 	涵蓋	c=1 d=4.255e-07 t=23402
han guo 	韓國	c=1 d=1.24646e-33 t=23402
han hua 	漢化	c=1 d=2.41837e-07 t=23402
han jie 	焊接	c=2 d=1.08374 t=22931
han ju 	韓劇	c=5 d=1.38366e-42 t=23402
han shu 	函數	c=14 d=1.98314 t=23402
han shui 	含稅	c=1 d=0.000212834 t=23402
han yu 	漢語	c=1 d=0.00582847 t=23402
han yu 	韓語	c=1 d=2.33393e-30 t=23402
han zi 	漢字	c=1 d=0.15259 t=23402
hang 	杭	c=3 d=1.07436e-20 t=23402
hang 	航	c=3 d=0.0485578 t=23402
hang 	行	c=5 d=0.277638 t=23402
hang ban 	航班	c=2 d=0.734547 t=23402
hang bang 	杭邦	c=1 d=0.000534061 t=23402
hang dang 	行當	c=1 d=0.0114473 t=23300
hang hao 	行號	c=3 d=1.55498e-09 t=23402
hang kong 	航空	c=1 d=3.6718e-08 t=23402
hang kong gong si 	航空公司	c=1 d=0.000162473 t=23402
hang lie 	行列	c=1 d=6.03814e-07 t=23402
hang lie shi 	行列式	c=1 d=2.13421e-07 t=23402
hang tian 	航天	c=7 d=0.00130703 t=23402
hang xing 	航行	c=1 d=0.0505395 t=23402
hang ye 	行業	c=9 d=0.229925 t=23402
hang zhou 	杭州	c=60 d=1.5734 t=23402
hang zhou hua 	杭州話	c=2 d=1.05542e-35 t=23402
hang zhou shi 	杭州市	c=5 d=0.00315356 t=23402
hao 	好	c=98 d=3.47365 t=23402
hao 	號	c=26 d=1.91987 t=23402
hao 	豪	c=1 d=0.246597 t=23300
hao ba 	好吧	c=1 d=1.40419e-23 t=23402
hao bang 	好棒	c=1 d=0.0411719 t=23402
hao cai 	耗材	c=1 d=8.89519e-06 t=23402
hao chi 	好吃	c=1 d=2.14673e-17 t=23402
hao chu 	好處	c=4 d=0.72984 t=23402
hao de 	好的	c=14 d=0.548423 t=23402
hao duo 	好多	c=5 d=0.481746 t=23402
hao fu wu 	好服務	c=1 d=1.01439e-21 t=23402
hao hao 	好好	c=3 d=0.0731678 t=23402
hao he 	好喝	c=1 d=1.74942e-21 t=23402
hao ji ci 	好幾次	c=1 d=1.92606e-35 t=23402
hao ji nian 	好幾年	c=1 d=0.163654 t=23402
hao ji tian 	好幾天	c=1 d=8.28086e-17 t=23402
hao jiu 	好久	c=2 d=9.93458e-12 t=23402
hao ju 	好句	c=1 d=0.265803 t=23402
hao kan 	好看	c=2 d=1.85508e-05 t=23300
hao le 	好了	c=5 d=0.00265848 t=23402
hao ma 	好嗎	c=2 d=4.2711e-22 t=23402
hao ma 	號碼	c=10 d=0.133531 t=23402
hao ma fan 	好麻煩	c=1 d=9.2724e-24 t=23402
hao mang 	好忙	c=1 d=1.14789e-05 t=23300
hao miao 	毫秒	c=1 d=9.85583e-36 t=23402
hao nan 	好難	c=1 d=3.03642e-08 t=23300
hao ping 	好評	c=3 d=0.965605 t=23402
hao qi 	好奇	c=1 d=0.00882647 t=23402
hao qi dai 	好期待	c=1 d=1.12012e-11 t=23402
hao qi lai 	好起來	c=1 d=3.18159e-28 t=23402
hao qu chu 	好去處	c=1 d=0.162026 t=23300
hao ren 	好人	c=3 d=7.45032e-05 t=23402
hao ri zi 	好日子	c=1 d=9.15332e-19 t=23402
hao shi 	好使	c=1 d=4.51644e-32 t=23402
hao shi li 	好視力	c=1 d=4.63156e-34 t=23402
hao shuo 	好說	c=2 d=1.956 t=23009
hao ting 	好聽	c=1 d=0.000182274 t=23402
hao tu 	好圖	c=1 d=0.0399551 t=23402
hao wei zhi 	好位置	c=1 d=1.00933e-21 t=23402
hao wu 	毫無	c=1 d=1.40204e-05 t=23402
hao wu ya li 	毫無壓力	c=1 d=1.04963e-11 t=23402
hao xiang 	好像	c=14 d=0.0624835 t=23402
hao xiang shi 	好象是	c=2 d=1.43851e-13 t=23402
hao yi dian 	好一點	c=1 d=1.35193e-18 t=23402
hao yong 	好用	c=2 d=0.247833 t=23402
hao you 	好友	c=2 d=4.77286e-05 t=23402
hao you qu 	好有趣	c=1 d=0.00047367 t=23300
hao zan 	好讚	c=1 d=9.88639e-43 t=23402
he 	何	c=4 d=0.00276984 t=23402
he 	合	c=3 d=2.74462e-34 t=23402
he 	和	c=124 d=4.4839 t=23402
he 	喝	c=1 d=5.62974e-36 t=23402
he 	盒	c=2 d=6.75654e-06 t=23402
he 	賀	c=1 d=0.00019258 t=23402
he bing 	合併	c=6 d=0.756796 t=23402
he cha 	喝茶	c=3 d=0.00017252 t=23402
he cheng 	合成	c=1 d=1 t=22563
he ci 	核磁	c=3 d=0.0016512 t=23402
he fu 	和服	c=1 d=0.236928 t=23402
he he 	呵呵	c=1 d=1.00553e-06 t=23402
he jin 	合金	c=0 d=2.99937e-41 t=23402
he jin dan tou 	合金彈頭	c=1 d=3.01441e-40 t=23402
he jiu 	喝酒	c=1 d=1.81174e-21 t=23402
he ka 	賀卡	c=1 d=6.06511e-30 t=23402
he li 	合理	c=10 d=0.522046 t=23402
he li xing 	合理性	c=1 d=0.546074 t=23300
he ni 	和你	c=1 d=4.16494e-20 t=23402
he shi 	何時	c=1 d=0.00456197 t=23402
he shi 	合適	c=7 d=0.911605 t=23402
he shi bi 	和氏璧	c=1 d=0.0160829 t=23402
he tong 	合同	c=1 d=1 t=19603
he wo 	和我	c=5 d=7.23142e-11 t=23402
he xin 	核心	c=13 d=1.68027 t=23402
he xing 	盒形	c=2 d=0.390628 t=23402
he yong 	合用	c=1 d=2.08222e-11 t=23402
he zi 	盒子	c=3 d=0.741611 t=23402
he zuo 	合作	c=9 d=0.122335 t=23402
he zuo huo ban 	合作伙伴	c=1 d=0.657047 t=23300
hei 	黑	c=5 d=0.0496296 t=23402
hei an 	黑暗	c=0 d=0.0224249 t=23402
hei an liao li 	黑暗料理	c=1 d=0.225373 t=23402
hei bao 	黑豹	c=1 d=6.71097e-44 t=23402
hei dong 	黑洞	c=1 d=1.79127e-05 t=23402
hei hei hei 	嘿嘿嘿	c=1 d=3.60522e-28 t=23402
hei ke 	黑客	c=8 d=7.00211e-32 t=23402
hei ping 	黑屏	c=1 d=0.400517 t=23402
hei ping guo 	黑蘋果	c=1 d=1.5772e-37 t=23402
hei ren 	黑人	c=1 d=0.000958635 t=23402
hei se 	黑色	c=3 d=0.116484 t=23402
hei ti 	黑體	c=1 d=3.10473e-05 t=23402
hei tou 	黑頭	c=1 d=3.13743e-40 t=23402
hei xiang 	黑箱	c=1 d=3.99742e-37 t=23402
hei ya 	黑鴨	c=1 d=0.555006 t=23402
hei ye 	黑夜	c=3 d=3.44126e-08 t=23300
hei zi 	黑子	c=2 d=0.00194627 t=23402
